""	"Unnamed: 0"	"filename"	"names"	"district"	"born"	"resides"	"gender"	"party"
236	236	"236.jpg"	"Karen Bass"	"California 37"	"October 3, 1953"	"Los Angeles"	"woman"	"democratic"
237	237	"237.jpg"	"Kat Cammack"	"Florida 3"	"February 16, 1988"	"Gainesville"	"woman"	"republican"
238	238	"238.jpg"	"Katherine Clark"	"Massachusetts 5"	"July 17, 1963"	"Melrose"	"woman"	"democratic"
239	239	"239.jpg"	"Kathleen Rice"	"New York 4"	"February 15, 1965"	"Garden City"	"woman"	"democratic"
240	240	"240.jpg"	"Kathy Castor"	"Florida 14"	"August 20, 1966"	"Tampa"	"woman"	"democratic"
241	241	"241.jpg"	"Kathy Manning"	"North Carolina 6"	"December 3, 1956"	"Greensboro"	"woman"	"democratic"
242	242	"242.jpg"	"Katie Porter"	"California 45"	"January 3, 1974"	"Irvine"	"woman"	"democratic"
243	243	"243.jpg"	"Kay Granger"	"Texas 12"	"January 18, 1943"	"Fort Worth"	"woman"	"republican"
244	244	"244.jpg"	"Kelly Armstrong"	"North Dakota at-large"	"October 8, 1976"	"Dickinson"	"man"	"republican"
245	245	"245.jpg"	"Ken Buck"	"Colorado 4"	"February 16, 1959"	"Windsor"	"man"	"republican"
246	246	"246.jpg"	"Ken Calvert"	"California 42"	"June 8, 1953"	"Corona"	"man"	"republican"
247	247	"247.jpg"	"Kevin Brady"	"Texas 8"	"April 11, 1955"	"The Woodlands"	"man"	"republican"
248	248	"248.jpg"	"Kevin Hern"	"Oklahoma 1"	"December 4, 1961"	"Tulsa"	"man"	"republican"
249	249	"249.jpg"	"Kevin McCarthy"	"California 23"	"January 26, 1965"	"Bakersfield"	"man"	"republican"
250	250	"250.jpg"	"Kim Schrier"	"Washington 8"	"August 23, 1968"	"Sammamish"	"woman"	"democratic"
251	251	"251.jpg"	"Kurt Schrader"	"Oregon 5"	"October 19, 1951"	"Canby"	"man"	"democratic"
252	252	"252.jpg"	"Kweisi Mfume"	"Maryland 7"	"October 24, 1948"	"Baltimore"	"man"	"democratic"
253	253	"253.jpg"	"Lance Gooden"	"Texas 5"	"December 1, 1982"	"Terrell"	"man"	"republican"
254	254	"254.jpg"	"Larry Bucshon"	"Indiana 8"	"May 31, 1962"	"Evansville"	"man"	"republican"
255	255	"255.jpg"	"Lauren Boebert"	"Colorado 3"	"December 15, 1986"	"Silt"	"woman"	"republican"
256	256	"256.jpg"	"Lauren Underwood"	"Illinois 14"	"October 4, 1986"	"Naperville"	"woman"	"democratic"
257	257	"257.jpg"	"Lee Zeldin"	"New York 1"	"January 30, 1980"	"Shirley"	"man"	"republican"
258	258	"258.jpg"	"Linda Sánchez"	"California 38"	"January 28, 1969"	"Whittier"	"woman"	"democratic"
259	259	"259.jpg"	"Lisa Blunt Rochester"	"Delaware at-large"	"February 10, 1962"	"Wilmington"	"woman"	"democratic"
260	260	"260.jpg"	"Lisa McClain"	"Michigan 10"	"April 7, 1966"	"Bruce"	"woman"	"republican"
261	261	"261.jpg"	"Liz Cheney"	"Wyoming at-large"	"July 28, 1966"	"Wilson"	"woman"	"republican"
262	262	"262.jpg"	"Lizzie Pannill Fletcher"	"Texas 7"	"February 13, 1975"	"Houston"	"woman"	"democratic"
263	263	"263.jpg"	"Lloyd Doggett"	"Texas 35"	"October 6, 1946"	"Austin"	"man"	"democratic"
264	264	"264.jpg"	"Lloyd Smucker"	"Pennsylvania 11"	"January 23, 1964"	"Lancaster"	"man"	"republican"
265	265	"265.jpg"	"Lois Frankel"	"Florida 21"	"May 16, 1948"	"West Palm Beach"	"woman"	"democratic"
266	266	"266.jpg"	"Lori Trahan"	"Massachusetts 3"	"October 27, 1973"	"Westford"	"woman"	"democratic"
267	267	"267.jpg"	"Lou Correa"	"California 46"	"January 24, 1958"	"Santa Ana"	"man"	"democratic"
268	268	"268.jpg"	"Louie Gohmert"	"Texas 1"	"August 18, 1953"	"Tyler"	"man"	"republican"
269	269	"269.jpg"	"Lucille Roybal-Allard"	"California 40"	"June 12, 1941"	"Downey"	"woman"	"democratic"
270	270	"270.jpg"	"Lucy McBath"	"Georgia 6"	"June 1, 1960"	"Marietta"	"woman"	"democratic"
271	271	"271.jpg"	"Madeleine Dean"	"Pennsylvania 4"	"June 6, 1959"	"Jenkintown"	"woman"	"democratic"
272	272	"272.jpg"	"Madison Cawthorn"	"North Carolina 11"	"August 1, 1995"	"Hendersonville"	"man"	"republican"
273	273	"273.jpg"	"Marc Veasey"	"Texas 33"	"January 3, 1971"	"Fort Worth"	"man"	"democratic"
274	274	"274.jpg"	"Marcy Kaptur"	"Ohio 9"	"June 17, 1946"	"Toledo"	"woman"	"democratic"
275	275	"275.jpg"	"Maria Elvira Salazar"	"Florida 27"	"November 1, 1961"	"Miami"	"woman"	"republican"
276	276	"276.jpg"	"Mariannette Miller-Meeks"	"Iowa 2"	"September 6, 1955"	"Ottumwa"	"woman"	"republican"
277	277	"277.jpg"	"Marie Newman"	"Illinois 3"	"April 13, 1964"	"La Grange"	"woman"	"democratic"
278	278	"278.jpg"	"Marilyn Strickland"	"Washington 10"	"September 25, 1962"	"Tacoma"	"woman"	"democratic"
279	279	"279.jpg"	"Mario Díaz-Balart"	"Florida 25"	"September 25, 1961"	"Miami"	"man"	"republican"
280	280	"280.jpg"	"Marjorie Taylor Greene"	"Georgia 14"	"May 27, 1974"	"Rome"	"woman"	"republican"
281	281	"281.jpg"	"Mark Amodei"	"Nevada 2"	"June 12, 1958"	"Carson City"	"man"	"republican"
282	282	"282.jpg"	"Mark DeSaulnier"	"California 11"	"March 31, 1952"	"Concord"	"man"	"democratic"
283	283	"283.jpg"	"Mark E. Green"	"Tennessee 7"	"November 8, 1964"	"Clarksville"	"man"	"republican"
284	284	"284.jpg"	"Mark Pocan"	"Wisconsin 2"	"August 14, 1964"	"Vermont"	"man"	"democratic"
285	285	"285.jpg"	"Mark Takano"	"California 41"	"December 10, 1960"	"Riverside"	"man"	"democratic"
286	286	"286.jpg"	"Markwayne Mullin"	"Oklahoma 2"	"July 26, 1977"	"Westville"	"man"	"republican"
287	287	"287.jpg"	"Mary Gay Scanlon"	"Pennsylvania 5"	"August 30, 1959"	"Swarthmore"	"woman"	"democratic"
288	288	"288.jpg"	"Mary Miller"	"Illinois 15"	"August 27, 1959"	"Oakland"	"woman"	"republican"
289	289	"289.jpg"	"Matt Cartwright"	"Pennsylvania 8"	"May 1, 1961"	"Moosic"	"man"	"democratic"
290	290	"290.jpg"	"Matt Gaetz"	"Florida 1"	"May 7, 1982"	"Fort Walton Beach"	"man"	"republican"
291	291	"291.jpg"	"Matt Rosendale"	"Montana at-large"	"July 7, 1960"	"Glendive"	"man"	"republican"
292	292	"292.jpg"	"Maxine Waters"	"California 43"	"August 15, 1938"	"Los Angeles"	"woman"	"democratic"
293	293	"293.jpg"	"Mayra Flores"	"Texas 34"	"January 1, 1986"	"McAllen"	"woman"	"republican"
294	294	"294.jpg"	"Melanie Stansbury"	"New Mexico 1"	"January 31, 1979"	"Albuquerque"	"woman"	"democratic"
295	295	"295.jpg"	"Michael C. Burgess"	"Texas 26"	"December 23, 1950"	"Pilot Point"	"man"	"republican"
296	296	"296.jpg"	"Michael Cloud"	"Texas 27"	"May 13, 1975"	"Victoria"	"man"	"republican"
297	297	"297.jpg"	"Michael Guest"	"Mississippi 3"	"February 4, 1970"	"Brandon"	"man"	"republican"
298	298	"298.jpg"	"Michael McCaul"	"Texas 10"	"January 14, 1962"	"Austin[80]"	"man"	"republican"
299	299	"299.jpg"	"Michael San Nicolas"	"Guam at-large"	"January 30, 1981"	"Dededo"	"man"	"democratic"
300	300	"300.jpg"	"Michael Waltz"	"Florida 6"	"January 31, 1974"	"St. Augustine Beach"	"man"	"republican"
301	301	"301.jpg"	"Michelle Fischbach"	"Minnesota 7"	"November 3, 1965"	"Regal"	"woman"	"republican"
302	302	"302.jpg"	"Michelle Steel"	"California 48"	"June 21, 1955"	"Surfside"	"woman"	"republican"
303	303	"303.jpg"	"Mike Bost"	"Illinois 12"	"December 30, 1960"	"Murphysboro"	"man"	"republican"
304	304	"304.jpg"	"Mike Carey"	"Ohio 15"	"March 13, 1971"	"Columbus"	"man"	"republican"
305	305	"305.jpg"	"Mike Doyle"	"Pennsylvania 18"	"August 5, 1953"	"Pittsburgh"	"man"	"democratic"
306	306	"306.jpg"	"Mike Flood"	"Nebraska 1"	"February 23, 1975"	"Norfolk"	"man"	"republican"
307	307	"307.jpg"	"Mike Gallagher"	"Wisconsin 8"	"March 3, 1984"	"Green Bay"	"man"	"republican"
308	308	"308.jpg"	"Mike Garcia"	"California 25"	"April 24, 1976"	"Santa Clarita"	"man"	"republican"
309	309	"309.jpg"	"Mike Johnson"	"Louisiana 4"	"January 30, 1972"	"Benton"	"man"	"republican"
310	310	"310.jpg"	"Mike Kelly"	"Pennsylvania 16"	"May 10, 1948"	"Butler"	"man"	"republican"
311	311	"311.jpg"	"Mike Levin"	"California 49"	"October 20, 1978"	"San Juan Capistrano"	"man"	"democratic"
312	312	"312.jpg"	"Mike Quigley"	"Illinois 5"	"October 17, 1958"	"Chicago"	"man"	"democratic"
313	313	"313.jpg"	"Mike Rogers"	"Alabama 3"	"July 16, 1958"	"Anniston"	"man"	"republican"
314	314	"314.jpg"	"Mike Simpson"	"Idaho 2"	"September 8, 1950"	"Idaho Falls"	"man"	"republican"
315	315	"315.jpg"	"Mike Thompson"	"California 5"	"January 24, 1951"	"St. Helena"	"man"	"democratic"
316	316	"316.jpg"	"Mike Turner"	"Ohio 10"	"January 11, 1960"	"Dayton"	"man"	"republican"
317	317	"317.jpg"	"Mikie Sherrill"	"New Jersey 11"	"January 19, 1972"	"Montclair"	"woman"	"democratic"
318	318	"318.jpg"	"Mo Brooks"	"Alabama 5"	"April 29, 1954"	"Huntsville"	"man"	"republican"
319	319	"319.jpg"	"Mondaire Jones"	"New York 17"	"May 18, 1987"	"Nyack"	"man"	"democratic"
320	320	"320.jpg"	"Morgan Griffith"	"Virginia 9"	"March 15, 1958"	"Salem"	"man"	"republican"
321	321	"321.jpg"	"Nancy Mace"	"South Carolina 1"	"December 4, 1977"	"Charleston"	"woman"	"republican"
322	322	"322.jpg"	"Nancy Pelosi"	"California 12"	"March 26, 1940"	"San Francisco"	"woman"	"democratic"
323	323	"323.jpg"	"Nanette Barragán"	"California 44"	"September 15, 1976"	"San Pedro"	"woman"	"democratic"
324	324	"324.jpg"	"Neal Dunn"	"Florida 2"	"February 16, 1953"	"Panama City"	"man"	"republican"
325	325	"325.jpg"	"Nicole Malliotakis"	"New York 11"	"November 11, 1980"	"Staten Island"	"woman"	"republican"
326	326	"326.jpg"	"Nikema Williams"	"Georgia 5"	"July 30, 1978"	"Atlanta"	"woman"	"democratic"
327	327	"327.jpg"	"Norma Torres"	"California 35"	"April 4, 1965"	"Pomona"	"woman"	"democratic"
328	328	"328.jpg"	"Nydia Velázquez"	"New York 7"	"March 28, 1953"	"Brooklyn"	"woman"	"democratic"
329	329	"329.jpg"	"Pat Fallon"	"Texas 4"	"December 19, 1967"	"Sherman"	"man"	"republican"
330	330	"330.jpg"	"Patrick McHenry"	"North Carolina 10"	"October 22, 1975"	"Lake Norman"	"man"	"republican"
331	331	"331.jpg"	"Paul Gosar"	"Arizona 4"	"November 27, 1958"	"Prescott"	"man"	"republican"
332	332	"332.jpg"	"Paul Tonko"	"New York 20"	"June 18, 1949"	"Amsterdam"	"man"	"democratic"
333	333	"333.jpg"	"Pete Aguilar"	"California 31"	"June 19, 1979"	"Redlands"	"man"	"democratic"
334	334	"334.jpg"	"Pete Sessions"	"Texas 17"	"March 22, 1955"	"Waco"	"man"	"republican"
335	335	"335.jpg"	"Pete Stauber"	"Minnesota 8"	"May 10, 1966"	"Hermantown"	"man"	"republican"
336	336	"336.jpg"	"Peter DeFazio"	"Oregon 4"	"May 27, 1947"	"Springfield"	"man"	"democratic"
337	337	"337.jpg"	"Peter Meijer"	"Michigan 3"	"January 10, 1988"	"Grand Rapids"	"man"	"republican"
338	338	"338.jpg"	"Peter Welch"	"Vermont at-large"	"May 2, 1947"	"Norwich"	"man"	"democratic"
339	339	"339.jpg"	"Pramila Jayapal"	"Washington 7"	"September 21, 1965"	"Seattle"	"woman"	"democratic"
340	340	"340.jpg"	"Raja Krishnamoorthi"	"Illinois 8"	"July 19, 1973"	"Schaumburg"	"man"	"democratic"
341	341	"341.jpg"	"Ralph Norman"	"South Carolina 5"	"June 20, 1953"	"Rock Hill"	"man"	"republican"
342	342	"342.jpg"	"Randy Feenstra"	"Iowa 4"	"January 14, 1969"	"Hull"	"man"	"republican"
343	343	"343.jpg"	"Randy Weber"	"Texas 14"	"July 2, 1953"	"Friendswood"	"man"	"republican"
344	344	"344.jpg"	"Rashida Tlaib"	"Michigan 13"	"July 24, 1976"	"Detroit"	"woman"	"democratic"
345	345	"345.jpg"	"Raúl Grijalva"	"Arizona 3"	"February 19, 1948"	"Tucson"	"man"	"democratic"
346	346	"346.jpg"	"Raul Ruiz"	"California 36"	"August 25, 1972"	"Coachella"	"man"	"democratic"
347	347	"347.jpg"	"Richard Hudson"	"North Carolina 8"	"November 4, 1971"	"Concord"	"man"	"republican"
348	348	"348.jpg"	"Richard Neal"	"Massachusetts 1"	"February 14, 1949"	"Springfield"	"man"	"democratic"
349	349	"349.jpg"	"Rick Allen"	"Georgia 12"	"November 7, 1951"	"Augusta"	"man"	"republican"
350	350	"350.jpg"	"Rick Crawford"	"Arkansas 1"	"January 22, 1966"	"Jonesboro"	"man"	"republican"
351	351	"351.jpg"	"Rick Larsen"	"Washington 2"	"June 15, 1965"	"Everett"	"man"	"democratic"
352	352	"352.jpg"	"Ritchie Torres"	"New York 15"	"March 12, 1988"	"The Bronx"	"man"	"democratic"
353	353	"353.jpg"	"Ro Khanna"	"California 17"	"September 13, 1976"	"Fremont"	"man"	"democratic"
354	354	"354.jpg"	"Rob Wittman"	"Virginia 1"	"February 3, 1959"	"Montross"	"man"	"republican"
355	355	"355.jpg"	"Robert Aderholt"	"Alabama 4"	"July 22, 1965"	"Haleyville"	"man"	"republican"
356	356	"356.jpg"	"Robin Kelly"	"Illinois 2"	"April 30, 1956"	"Matteson"	"woman"	"democratic"
357	357	"357.jpg"	"Rodney Davis"	"Illinois 13"	"January 5, 1970"	"Taylorville"	"man"	"republican"
358	358	"358.jpg"	"Roger Williams"	"Texas 25"	"September 13, 1949"	"Austin"	"man"	"republican"
359	359	"359.jpg"	"Ron Estes"	"Kansas 4"	"July 19, 1956"	"Wichita"	"man"	"republican"
360	360	"360.jpg"	"Ron Kind"	"Wisconsin 3"	"March 16, 1963"	"La Crosse"	"man"	"democratic"
361	361	"361.jpg"	"Ronny Jackson"	"Texas 13"	"May 4, 1967"	"Amarillo"	"man"	"republican"
362	362	"362.jpg"	"Rosa DeLauro"	"Connecticut 3"	"March 2, 1943"	"New Haven"	"woman"	"democratic"
363	363	"363.jpg"	"Ruben Gallego"	"Arizona 7"	"November 20, 1979"	"Phoenix"	"man"	"democratic"
364	364	"364.jpg"	"Russ Fulcher"	"Idaho 1"	"March 9, 1962"	"Meridian"	"man"	"republican"
365	365	"365.jpg"	"Salud Carbajal"	"California 24"	"November 18, 1964"	"Santa Barbara"	"man"	"democratic"
366	366	"366.jpg"	"Sam Graves"	"Missouri 6"	"November 7, 1963"	"Tarkio"	"man"	"republican"
367	367	"367.jpg"	"Sanford Bishop"	"Georgia 2"	"February 4, 1947"	"Albany"	"man"	"democratic"
368	368	"368.jpg"	"Sara Jacobs"	"California 53"	"February 1, 1989"	"San Diego"	"woman"	"democratic"
369	369	"369.jpg"	"Scott DesJarlais"	"Tennessee 4"	"February 21, 1964"	"Sherwood"	"man"	"republican"
370	370	"370.jpg"	"Scott Fitzgerald"	"Wisconsin 5"	"November 16, 1963"	"Clyman"	"man"	"republican"
371	371	"371.jpg"	"Scott Franklin"	"Florida 15"	"August 23, 1964"	"Lakeland"	"man"	"republican"
372	372	"372.jpg"	"Scott Perry"	"Pennsylvania 10"	"May 27, 1962"	"Dillsburg"	"man"	"republican"
373	373	"373.jpg"	"Scott Peters"	"California 52"	"June 17, 1958"	"San Diego"	"man"	"democratic"
374	374	"374.jpg"	"Sean Casten"	"Illinois 6"	"November 23, 1971"	"Downers Grove"	"man"	"democratic"
375	375	"375.jpg"	"Sean Patrick Maloney"	"New York 18"	"July 30, 1966"	"Cold Spring"	"man"	"democratic"
376	376	"376.jpg"	"Seth Moulton"	"Massachusetts 6"	"October 24, 1978"	"Salem"	"man"	"democratic"
377	377	"377.jpg"	"Sharice Davids"	"Kansas 3"	"May 22, 1980"	"Roeland Park"	"woman"	"democratic"
378	378	"378.jpg"	"Sheila Cherfilus-McCormick"	"Florida 20"	"January 25, 1979"	"Miramar"	"woman"	"democratic"
379	379	"379.jpg"	"Sheila Jackson Lee"	"Texas 18"	"January 12, 1950"	"Houston"	"woman"	"democratic"
380	380	"380.jpg"	"Shontel Brown"	"Ohio 11"	"June 24, 1975"	"Warrensville Heights"	"woman"	"democratic"
381	381	"381.jpg"	"Stacey Plaskett"	"United States Virgin Islands at-large"	"May 13, 1966"	"St. Croix"	"woman"	"democratic"
382	382	"382.jpg"	"Steny Hoyer"	"Maryland 5"	"June 14, 1939"	"Mechanicsville"	"man"	"democratic"
383	383	"383.jpg"	"Stephanie Bice"	"Oklahoma 5"	"November 11, 1973"	"Oklahoma City"	"woman"	"republican"
384	384	"384.jpg"	"Stephanie Murphy"	"Florida 7"	"September 16, 1978"	"Winter Park"	"woman"	"democratic"
385	385	"385.jpg"	"Stephen F. Lynch"	"Massachusetts 8"	"March 31, 1955"	"Boston"	"man"	"democratic"
386	386	"386.jpg"	"Steve Chabot"	"Ohio 1"	"January 22, 1953"	"Cincinnati"	"man"	"republican"
387	387	"387.jpg"	"Steve Cohen"	"Tennessee 9"	"May 24, 1949"	"Memphis"	"man"	"democratic"
388	388	"388.jpg"	"Steve Scalise"	"Louisiana 1"	"October 6, 1965"	"Jefferson"	"man"	"republican"
389	389	"389.jpg"	"Steve Womack"	"Arkansas 3"	"February 18, 1957"	"Rogers"	"man"	"republican"
390	390	"390.jpg"	"Steven Horsford"	"Nevada 4"	"April 29, 1973"	"Las Vegas"	"man"	"democratic"
391	391	"391.jpg"	"Steven Palazzo"	"Mississippi 4"	"February 21, 1970"	"Biloxi"	"man"	"republican"
392	392	"392.jpg"	"Susan Wild"	"Pennsylvania 7"	"June 7, 1957"	"Allentown"	"woman"	"democratic"
393	393	"393.jpg"	"Susie Lee"	"Nevada 3"	"November 7, 1966"	"Las Vegas"	"woman"	"democratic"
394	394	"394.jpg"	"Suzan DelBene"	"Washington 1"	"February 17, 1962"	"Medina"	"woman"	"democratic"
395	395	"395.jpg"	"Suzanne Bonamici"	"Oregon 1"	"October 14, 1954"	"Beaverton"	"woman"	"democratic"
396	396	"396.jpg"	"Sylvia Garcia"	"Texas 29"	"September 6, 1950"	"Houston"	"woman"	"democratic"
397	397	"397.jpg"	"Ted Budd"	"North Carolina 13"	"October 21, 1971"	"Advance"	"man"	"republican"
398	398	"398.jpg"	"Ted Deutch"	"Florida 22"	"May 7, 1966"	"Boca Raton"	"man"	"democratic"
399	399	"399.jpg"	"Ted Lieu"	"California 33"	"March 29, 1969"	"Torrance"	"man"	"democratic"
400	400	"400.jpg"	"Teresa Leger Fernandez"	"New Mexico 3"	"July 1, 1959"	"Santa Fe"	"woman"	"democratic"
401	401	"401.jpg"	"Terri Sewell"	"Alabama 7"	"January 1, 1965"	"Birmingham"	"woman"	"democratic"
402	402	"402.jpg"	"Thomas Massie"	"Kentucky 4"	"January 13, 1971"	"Garrison"	"man"	"republican"
403	403	"403.jpg"	"Thomas Suozzi"	"New York 3"	"August 31, 1962"	"Glen Cove"	"man"	"democratic"
404	404	"404.jpg"	"Tim Burchett"	"Tennessee 2"	"August 25, 1964"	"Knoxville"	"man"	"republican"
405	405	"405.jpg"	"Tim Ryan"	"Ohio 13"	"July 16, 1973"	"Warren"	"man"	"democratic"
406	406	"406.jpg"	"Tim Walberg"	"Michigan 7"	"April 12, 1951"	"Tipton"	"man"	"republican"
407	407	"407.jpg"	"Tom Cole"	"Oklahoma 4"	"April 28, 1949"	"Moore"	"man"	"republican"
408	408	"408.jpg"	"Tom Emmer"	"Minnesota 6"	"March 3, 1961"	"Delano"	"man"	"republican"
409	409	"409.jpg"	"Tom Malinowski"	"New Jersey 7"	"October 23, 1965"	"Rocky Hill"	"man"	"democratic"
410	410	"410.jpg"	"Tom McClintock"	"California 4"	"July 10, 1956"	"Elk Grove"	"man"	"republican"
411	411	"411.jpg"	"Tom O'Halleran"	"Arizona 1"	"January 24, 1946"	"Sedona"	"man"	"democratic"
412	412	"412.jpg"	"Tom Rice"	"South Carolina 7"	"August 4, 1957"	"Myrtle Beach"	"man"	"republican"
413	413	"413.jpg"	"Tom Tiffany"	"Wisconsin 7"	"December 30, 1957"	"Minocqua"	"man"	"republican"
414	414	"414.jpg"	"Tony Cárdenas"	"California 29"	"March 31, 1963"	"Pacoima"	"man"	"democratic"
415	415	"415.jpg"	"Tony Gonzales"	"Texas 23"	"October 10, 1980"	"San Antonio"	"man"	"republican"
416	416	"416.jpg"	"Tracey Mann"	"Kansas 1"	"December 17, 1976"	"Salina"	"man"	"republican"
417	417	"417.jpg"	"Trent Kelly"	"Mississippi 1"	"March 1, 1966"	"Saltillo"	"man"	"republican"
418	418	"418.jpg"	"Trey Hollingsworth"	"Indiana 9"	"September 12, 1983"	"Jeffersonville"	"man"	"republican"
419	419	"419.jpg"	"Troy Balderson"	"Ohio 12"	"January 16, 1962"	"Zanesville"	"man"	"republican"
420	420	"420.jpg"	"Troy Carter"	"Louisiana 2"	"October 26, 1963"	"New Orleans"	"man"	"democratic"
421	421	"421.jpg"	"Troy Nehls"	"Texas 22"	"April 7, 1968"	"Richmond"	"man"	"republican"
422	422	"422.jpg"	"Val Demings"	"Florida 10"	"March 12, 1957"	"Orlando"	"woman"	"democratic"
423	423	"423.jpg"	"Van Taylor"	"Texas 3"	"August 1, 1972"	"Plano"	"man"	"republican"
424	424	"424.jpg"	"Vern Buchanan"	"Florida 16"	"May 8, 1951"	"Sarasota"	"man"	"republican"
425	425	"425.jpg"	"Veronica Escobar"	"Texas 16"	"September 15, 1969"	"El Paso"	"woman"	"democratic"
426	426	"426.jpg"	"Vicente Gonzalez"	"Texas 15"	"September 4, 1967"	"McAllen"	"man"	"democratic"
427	427	"427.jpg"	"Vicky Hartzler"	"Missouri 4"	"October 13, 1960"	"Harrisonville"	"woman"	"republican"
428	428	"428.jpg"	"Victoria Spartz"	"Indiana 5"	"October 6, 1978"	"Noblesville"	"woman"	"republican"
429	429	"429.jpg"	"Virginia Foxx"	"North Carolina 5"	"June 29, 1943"	"Banner Elk"	"woman"	"republican"
430	430	"430.jpg"	"Warren Davidson"	"Ohio 8"	"March 1, 1970"	"Troy"	"man"	"republican"
431	431	"431.jpg"	"William Timmons"	"South Carolina 4"	"April 30, 1984"	"Greenville"	"man"	"republican"
432	432	"432.jpg"	"Young Kim"	"California 39"	"October 18, 1962"	"La Habra"	"woman"	"republican"
433	433	"433.jpg"	"Yvette Clarke"	"New York 9"	"November 21, 1964"	"Brooklyn"	"woman"	"democratic"
434	434	"434.jpg"	"Yvette Herrell"	"New Mexico 2"	"March 16, 1964"	"Alamogordo"	"woman"	"republican"
435	435	"435.jpg"	"Zoe Lofgren"	"California 19"	"December 21, 1947"	"San Jose"	"woman"	"democratic"
